data,category_type
https://www.trustpilot.com/categories/electronics_vending_machine,Online Stores
https://www.trustpilot.com/categories/christian_book_store,Online Stores
https://www.trustpilot.com/categories/electronics_engineer,Online Stores
https://www.trustpilot.com/categories/linoleum_store,Online Stores
https://www.trustpilot.com/categories/auto_spring_shop,Online Stores
https://www.trustpilot.com/categories/auto_machine_shop,Online Stores
https://www.trustpilot.com/categories/wheel_store,Online Stores
https://www.trustpilot.com/categories/truck_repair_shop,Online Stores
https://www.trustpilot.com/categories/car_stereo_store,Online Stores
https://www.trustpilot.com/categories/car_battery_store,Online Stores
https://www.trustpilot.com/categories/garden_building_retail,Online Stores
https://www.trustpilot.com/categories/fish_store,Online Stores
https://www.trustpilot.com/categories/law_book_store,Online Stores
https://www.trustpilot.com/categories/medical_book_store,Online Stores
https://www.trustpilot.com/categories/donut_shop,Online Stores
https://www.trustpilot.com/categories/sandwich_shop,Online Stores
https://www.trustpilot.com/categories/seal_shop,Online Stores
https://www.trustpilot.com/categories/musical_instrument_repair_shop,Online Stores
https://www.trustpilot.com/categories/drum_store,Online Stores
https://www.trustpilot.com/categories/oil_store,Online Stores
https://www.trustpilot.com/categories/door_shop,Online Stores
https://www.trustpilot.com/categories/lottery_retailer,Online Stores
https://www.trustpilot.com/categories/mobile_home_supply_store,Online Stores
https://www.trustpilot.com/categories/dairy_store,Online Stores
https://www.trustpilot.com/categories/rv_repair_shop,Online Stores
https://www.trustpilot.com/categories/outboard_motor_store,Online Stores
https://www.trustpilot.com/categories/trailer_repair_shop,Online Stores
https://www.trustpilot.com/categories/dried_seafood_store,Online Stores
https://www.trustpilot.com/categories/juice_shop,Online Stores
https://www.trustpilot.com/categories/japanese_confectionery_shop,Online Stores
https://www.trustpilot.com/categories/moving_supply_store,Online Stores
https://www.trustpilot.com/categories/brake_shop,Online Stores
https://www.trustpilot.com/categories/tractor_repair_shop,Online Stores
https://www.trustpilot.com/categories/transmission_shop,Online Stores
https://www.trustpilot.com/categories/used_tire_shop,Online Stores
https://www.trustpilot.com/categories/burglar_alarm_store,Online Stores
https://www.trustpilot.com/categories/driveshaft_shop,Online Stores
https://www.trustpilot.com/categories/salad_shop,Online Stores
https://www.trustpilot.com/categories/chicken_shop,Online Stores
https://www.trustpilot.com/categories/butcher_shop_deli,Online Stores
https://www.trustpilot.com/categories/used_musical_instrument_store,Online Stores
https://www.trustpilot.com/categories/boot_repair_shop,Online Stores
https://www.trustpilot.com/categories/scooter_repair_shop,Online Stores
https://www.trustpilot.com/categories/map_store,Online Stores
https://www.trustpilot.com/categories/paper_store,Online Stores
